BEVOEGD GEZAG NUMMER;INSTELLING;VESTIGINGSNUMMER;INSTELLINGSNAAM VESTIGING;PLAATSNAAM;GEMEENTENUMMER;GEMEENTENAAM;PROVINCIE;AANTAL LEERLINGEN;AANTAL VO LEERLINGEN UITBESTEED AAN VAVO
41217;05RA;05RA01;Veenlanden College;VINKEVEEN;736;DE RONDE VENEN;Utrecht;300;0
41217;14VY;14VY00;Chr Sgm Buitenveldert;AMSTERDAM;363;AMSTERDAM;Noord-Holland;848;<5
41219;16TS;16TS00;Vrije School N Holland;AMSTERDAM;363;AMSTERDAM;Noord-Holland;923;<5
41219;16TS;16TS02;Vrije School N Holland;HAARLEM;392;HAARLEM;Noord-Holland;621;14
41219;16TS;16TS03;Vrije School Noord-Holland;BERGEN NH;373;BERGEN NH;Noord-Holland;736;14
41219;16TS;16TS04;Vrije School N Holland;HAARLEM;392;HAARLEM;Noord-Holland;458;<5
41219;16TS;16TS05;Vrije School N Holland;BERGEN NH;373;BERGEN NH;Noord-Holland;192;0
41219;16TS;16TS06;Vrije School N Holland;AMSTERDAM;363;AMSTERDAM;Noord-Holland;50;0
41271;02VA;02VA00;Roelof van Echten College;HOOGEVEEN;118;HOOGEVEEN;Drenthe;1113;9
41271;02VA;02VA01;St. Roelof van Echten College;HOOGEVEEN;118;HOOGEVEEN;Drenthe;978;<5
41285;00OB;00OB00;Maaswaal College;WIJCHEN;296;WIJCHEN;Gelderland;1159;13
41285;00OB;00OB03;Maaswaal College;WIJCHEN;296;WIJCHEN;Gelderland;863;0
41285;01VN;01VN00;Canisius College;NIJMEGEN;268;NIJMEGEN;Gelderland;965;20
41285;01VN;01VN03;Pontem College;NIJMEGEN;268;NIJMEGEN;Gelderland;368;0
41285;01VN;01VN04;Het Rijks VMBO Campus;NIJMEGEN;268;NIJMEGEN;Gelderland;452;0
41285;02ST;02ST00;Kandinsky College;NIJMEGEN;268;NIJMEGEN;Gelderland;1286;24
41285;02ST;02ST04;Kandinsky College;MOLENHOEK LB;944;MOOK EN MIDDELAAR;Limburg;209;0
41285;02ST;02ST05;Jorismavo;NIJMEGEN;268;NIJMEGEN;Gelderland;257;0
41285;02VE;02VE00;NSG Groenewoud;NIJMEGEN;268;NIJMEGEN;Gelderland;1666;10
41285;14NQ;14NQ00;Dominicus;NIJMEGEN;268;NIJMEGEN;Gelderland;439;6
41285;17IR;17IR00;Pax Christi College;DRUTEN;225;DRUTEN;Gelderland;559;<5
41285;17IR;17IR01;Pax Christi College;BENEDEN-LEEUWEN;668;WEST MAAS EN WAAL;Gelderland;229;0
41285;17IR;17IR02;Pax Christi College;DRUTEN;225;DRUTEN;Gelderland;856;9
41285;20CI;20CI00;Stedelijk Gymnasium;NIJMEGEN;268;NIJMEGEN;Gelderland;1005;<5
41285;20EO;20EO00;Stedelijke SGM Nijmegen;NIJMEGEN;268;NIJMEGEN;Gelderland;1297;20
41285;21SK;21SK00;Mondial College;NIJMEGEN;268;NIJMEGEN;Gelderland;1179;12
41285;21SK;21SK01;Mondial College;NIJMEGEN;268;NIJMEGEN;Gelderland;549;0
41285;30AU;30AU00;Citadel College;LENT;268;NIJMEGEN;Gelderland;460;0
41285;30AU;30AU01;Citadel College;LENT;268;NIJMEGEN;Gelderland;1097;8
41295;15VQ;15VQ00;Stellingwerf College;OOSTERWOLDE FR;85;OOSTSTELLINGWERF;Friesland;1116;5
41295;16GZ;16GZ00;RSG Tromp Meesters;STEENWIJK;1708;STEENWIJKERLAND;Overijssel;998;8
41295;16GZ;16GZ03;RSG Tromp Meesters;STEENWIJK;1708;STEENWIJKERLAND;Overijssel;61;0
41295;19LO;19LO00;Linde College;WOLVEGA;98;WESTSTELLINGWERF;Friesland;1103;<5
41295;23WU;23WU00;Chr SGM Eekeringe;STEENWIJK;1708;STEENWIJKERLAND;Overijssel;478;0
41295;29VY;29VY00;RSG Tromp Meesters Pro-school;STEENWIJK;1708;STEENWIJKERLAND;Overijssel;127;0
41298;00HI;00HI00;SGM Dalton Vatel;VOORBURG;1916;LEIDSCHENDAM-VOORBURG;Zuid-Holland;968;5
41298;00HI;00HI03;SGM Dalton Vatel;'S-GRAVENHAGE;518;S GRAVENHAGE;Zuid-Holland;343;0
41298;00XK;00XK00;Veurs College;LEIDSCHENDAM;1916;LEIDSCHENDAM-VOORBURG;Zuid-Holland;639;<5
41298;00XK;00XK02;Veurs College Veurs Voorburg;VOORBURG;1916;LEIDSCHENDAM-VOORBURG;Zuid-Holland;364;<5
41298;02MU;02MU00;St Maartenscollege SGM;VOORBURG;1916;LEIDSCHENDAM-VOORBURG;Zuid-Holland;1225;<5
41298;02VO;02VO00;Gymnasium Novum;VOORBURG;1916;LEIDSCHENDAM-VOORBURG;Zuid-Holland;764;<5
41298;02VO;02VO02;'s-Gravendreef College VWO;'S-GRAVENHAGE;518;S GRAVENHAGE;Zuid-Holland;107;0
41298;20AB;20AB00;Grotius College;DELFT;503;DELFT;Zuid-Holland;902;9
41298;20AB;20AB04;Grotius College;DELFT;503;DELFT;Zuid-Holland;261;0
41298;20AB;20AB05;Grotius College;DELFT;503;DELFT;Zuid-Holland;201;0
41298;20AB;20AB08;Grotius College;DELFT;503;DELFT;Zuid-Holland;161;0
41298;31EW;31EW00;'s Gravendreef College;'S-GRAVENHAGE;518;S GRAVENHAGE;Zuid-Holland;645;<5
41298;31EW;31EW01;'s Gravendreef College;LEIDSCHENDAM;1916;LEIDSCHENDAM-VOORBURG;Zuid-Holland;287;0
41298;31EW;31EW02;'s Gravendreef College;'S-GRAVENHAGE;518;S GRAVENHAGE;Zuid-Holland;305;0
41300;02MF;02MF00;Het Perron;VEENENDAAL;345;VEENENDAAL;Utrecht;937;0
41300;07PK;07PK00;Arentheem College;ARNHEM;202;ARNHEM;Gelderland;1535;21
41300;07PK;07PK04;Arentheem College;VELP GLD;275;RHEDEN;Gelderland;19;0
41300;07PK;07PK05;Arentheem College;ARNHEM;202;ARNHEM;Gelderland;229;0
41300;07PK;07PK07;Arentheem College;VELP GLD;275;RHEDEN;Gelderland;635;<5
41300;26JT;26JT00;Praktijkschool Arentheem;ARNHEM;202;ARNHEM;Gelderland;176;0
41313;17MA;17MA00;De Rijzert;'S-HERTOGENBOSCH;796;S HERTOGENBOSCH;Noord-Brabant;271;0
41347;01BE;01BE00;C.S.G Ulbe Van Houten;ST.-ANNAPAROCHIE;1949;WAADHOEKE;Friesland;604;<5
41347;02VC;02VC00;Comenius Chr SGM;LEEUWARDEN;80;LEEUWARDEN;Friesland;1442;14
41347;02VC;02VC02;Comenius Chr SGM;LEEUWARDEN;80;LEEUWARDEN;Friesland;719;0
41347;02VC;02VC03;Comenius Chr SGM;LEEUWARDEN;80;LEEUWARDEN;Friesland;407;0
41347;02VC;02VC08;Comenius Chr SGM;ST.-ANNAPAROCHIE;1949;WAADHOEKE;Friesland;117;0
41347;02VC;02VC09;Comenius Chr SGM;LEEUWARDEN;80;LEEUWARDEN;Friesland;339;0
41347;14NS;14NS00;Chr Sgm A.M.van Schurman;FRANEKER;1949;WAADHOEKE;Friesland;845;8
41347;14WI;14WI00;Chr. Gymnasium Beyers Naude;LEEUWARDEN;80;LEEUWARDEN;Friesland;468;<5
41360;02US;02US00;SGM Haags Montessori Lyc;'S-GRAVENHAGE;518;S GRAVENHAGE;Zuid-Holland;1354;7
41360;02US;02US04;SGM Haags Montessori Lyc;'S-GRAVENHAGE;518;S GRAVENHAGE;Zuid-Holland;318;<5
41360;19ZP;19ZP00;Maris College;'S-GRAVENHAGE;518;S GRAVENHAGE;Zuid-Holland;581;<5
41360;19ZP;19ZP03;Maris College - loc. Kijkduin;'S-GRAVENHAGE;518;S GRAVENHAGE;Zuid-Holland;257;0
41360;19ZP;19ZP04;Maris College - Statenkwartier;'S-GRAVENHAGE;518;S GRAVENHAGE;Zuid-Holland;273;0
41360;19ZP;19ZP05;Maris College - loc. Houtrust;'S-GRAVENHAGE;518;S GRAVENHAGE;Zuid-Holland;501;0
41360;19ZP;19ZP06;Maris College;'S-GRAVENHAGE;518;S GRAVENHAGE;Zuid-Holland;267;0
41360;20CQ;20CQ00;AOG;RIJSWIJK ZH;603;RIJSWIJK;Zuid-Holland;928;<5
41360;20CQ;20CQ01;locatie, Lyceum Ypenburg;'S-GRAVENHAGE;518;S GRAVENHAGE;Zuid-Holland;1295;0
41360;20CQ;20CQ04;loc, van Vredenburch College;RIJSWIJK ZH;603;RIJSWIJK;Zuid-Holland;433;0
41360;20KD;20KD00;SSVO De Einder;'S-GRAVENHAGE;518;S GRAVENHAGE;Zuid-Holland;76;0
41360;20KD;20KD01;SSVO De Einder;'S-GRAVENHAGE;518;S GRAVENHAGE;Zuid-Holland;131;0
41360;20LU;20LU00;Gymnasium Haganum;'S-GRAVENHAGE;518;S GRAVENHAGE;Zuid-Holland;828;<5
41360;20MA;20MA00;SGM het Segbroekcollege;'S-GRAVENHAGE;518;S GRAVENHAGE;Zuid-Holland;1344;8
41360;20MA;20MA01;SGM het Segbroekcollege;'S-GRAVENHAGE;518;S GRAVENHAGE;Zuid-Holland;706;<5
41360;20MD;20MD00;Maerlant Lyceum;'S-GRAVENHAGE;518;S GRAVENHAGE;Zuid-Holland;1123;<5
41360;20MF;20MF00;Dalton Den Haag;'S-GRAVENHAGE;518;S GRAVENHAGE;Zuid-Holland;1029;<5
41360;20MJ;20MJ00;Johan de Witt Scholengroep;'S-GRAVENHAGE;518;S GRAVENHAGE;Zuid-Holland;1079;0
41360;20MJ;20MJ02;Maris Belgisch Park;'S-GRAVENHAGE;518;S GRAVENHAGE;Zuid-Holland;912;<5
41360;20MJ;20MJ04;Johan de Witt Scholengroep;'S-GRAVENHAGE;518;S GRAVENHAGE;Zuid-Holland;314;0
41360;20MJ;20MJ05;Johan de Witt Scholengroep;'S-GRAVENHAGE;518;S GRAVENHAGE;Zuid-Holland;443;0
41360;20MJ;20MJ12;Johan de Witt Scholengroep;'S-GRAVENHAGE;518;S GRAVENHAGE;Zuid-Holland;516;0
41360;20MJ;20MJ13;Johan de Witt Scholengroep;'S-GRAVENHAGE;518;S GRAVENHAGE;Zuid-Holland;35;0
41360;20MJ;20MJ14;Johan de Witt Scholengroep;'S-GRAVENHAGE;518;S GRAVENHAGE;Zuid-Holland;224;0
41386;19ZU;19ZU00;Gem Gymn Camphusianum;GORINCHEM;512;GORINCHEM;Zuid-Holland;648;<5
41386;24TP;24TP00;Merewade College;GORINCHEM;512;GORINCHEM;Zuid-Holland;1302;9
41386;24TP;24TP02;Merewade College;GORINCHEM;512;GORINCHEM;Zuid-Holland;404;0
41386;24TP;24TP03;Merewade College;GORINCHEM;512;GORINCHEM;Zuid-Holland;100;0
41386;24TP;24TP05;Merewade College;GORINCHEM;512;GORINCHEM;Zuid-Holland;226;0
41389;23KU;23KU00;Northgo College;NOORDWIJK ZH;575;NOORDWIJK;Zuid-Holland;1037;<5
41391;01GL;01GL00;Sophianum SGM i h Heuvelland;GULPEN;1729;GULPEN-WITTEM;Limburg;1338;5
41391;02DF;02DF00;Grotiuscollege;HEERLEN;917;HEERLEN;Limburg;589;<5
41391;02IB;02IB00;DaCapo College loc Havikstraat;SITTARD;1883;SITTARD-GELEEN;Limburg;731;<5
41391;02IB;02IB05;DaCapo College locatie EOA;GELEEN;1883;SITTARD-GELEEN;Limburg;84;0
41391;02IB;02IB07;DaCapo College Milaanstraat;SITTARD;1883;SITTARD-GELEEN;Limburg;200;0
41391;02ZR;02ZR00;Het College;WEERT;988;WEERT;Limburg;995;<5
41391;02ZR;02ZR02;Het College loc. Bravo College;BUDEL;1706;CRANENDONCK;Noord-Brabant;404;0
41391;02ZR;02ZR03;Het College loc. Het Kwadrant;WEERT;988;WEERT;Limburg;45;0
41391;05FJ;05FJ00;Emmacollege;HEERLEN;917;HEERLEN;Limburg;554;<5
41391;05FJ;05FJ01;Emmacollege locatie Broekland;HOENSBROEK;917;HEERLEN;Limburg;397;<5
41391;05FJ;05FJ11;TCPL;HEERLEN;917;HEERLEN;Limburg;64;0
41391;05FJ;05FJ12;Emmacollege;HOENSBROEK;917;HEERLEN;Limburg;204;0
41391;05GV;05GV00;DaCapo-College Einighauserweg;GELEEN;1883;SITTARD-GELEEN;Limburg;168;0
41391;16SL;16SL00;Sint-Janscollege;HOENSBROEK;917;HEERLEN;Limburg;1092;<5
41391;18DD;18DD00;SGM Philips van Horne;WEERT;988;WEERT;Limburg;1307;<5
41391;18DD;18DD02;SGM Philips van Horne;WEERT;988;WEERT;Limburg;647;0
41391;18DD;18DD06;SGM Philips van Horne;BUDEL;1706;CRANENDONCK;Noord-Brabant;124;0
41391;18DO;18DO00;Compass;BRUNSSUM;899;BRUNSSUM;Limburg;227;<5
41391;18DO;18DO02;Vrijeschool Parkstad;HEERLEN;917;HEERLEN;Limburg;271;<5
41391;19PV;19PV00;Graaf Huyn College;GELEEN;1883;SITTARD-GELEEN;Limburg;1338;<5
41391;20IS;20IS00;Stella Maris College;MEERSSEN;938;MEERSSEN;Limburg;1127;22
41391;20KA;20KA00;Groenewald;STEIN LB;971;STEIN;Limburg;1487;<5
41391;20LL;20LL00;Bouwens vd Boije College;PANNINGEN;1894;PEEL EN MAAS;Limburg;1387;5
41391;25FY;25FY00;Raayland College;VENRAY;984;VENRAY;Limburg;1446;<5
41391;25GF;25GF00;Dendroncollege;HORST;1507;HORST AAN DE MAAS;Limburg;1666;7
41391;25GF;25GF01;Dendroncollege;HORST;1507;HORST AAN DE MAAS;Limburg;89;0
41391;26HL;26HL00;Terra Nigra PrO;MAASTRICHT;935;MAASTRICHT;Limburg;215;0
41391;27VG;27VG00;Porta Mosana College;MAASTRICHT;935;MAASTRICHT;Limburg;1264;33
41391;27VG;27VG01;Porta Mosana College;MAASTRICHT;935;MAASTRICHT;Limburg;103;0
41391;27VG;27VG04;UWCM;MAASTRICHT;935;MAASTRICHT;Limburg;670;0
41391;27ZH;27ZH00;Sint-Maartenscollege;MAASTRICHT;935;MAASTRICHT;Limburg;194;0
41391;27ZH;27ZH02;Sint-Maartenscollege;MAASTRICHT;935;MAASTRICHT;Limburg;1208;12
41391;27ZH;27ZH03;Sint-Maartenscollege;MAASTRICHT;935;MAASTRICHT;Limburg;318;0
41391;27ZJ;27ZJ00;Bonnefantencollege;MAASTRICHT;935;MAASTRICHT;Limburg;939;11
41391;27ZJ;27ZJ02;Bonnefantencollege;MAASTRICHT;935;MAASTRICHT;Limburg;946;9
41391;31TG;31TG00;Buurtcollege Maas en Peel;PANNINGEN;1894;PEEL EN MAAS;Limburg;124;0
41396;26MP;26MP00;De Noordhoek;GORINCHEM;512;GORINCHEM;Zuid-Holland;193;0
41397;24PY;24PY00;Stedelijk Dalton Lyceum;DORDRECHT;505;DORDRECHT;Zuid-Holland;818;12
41397;24PY;24PY02;Stedelijk Dalton Lyceum;DORDRECHT;505;DORDRECHT;Zuid-Holland;398;0
41397;24PY;24PY05;Stedelijk Dalton Lyceum;DORDRECHT;505;DORDRECHT;Zuid-Holland;890;48
41397;24PY;24PY08;Stedelijk Dalton Lyceum;DORDRECHT;505;DORDRECHT;Zuid-Holland;397;0
41403;05OH;05OH00;Ostrea Lyceum;GOES;664;GOES;Zeeland;414;0
41403;05OH;05OH03;Ostrea Lyceum;GOES;664;GOES;Zeeland;1029;<5
41403;05OH;05OH07;Ostrea Lyceum;GOES;664;GOES;Zeeland;274;0
41417;06WY;06WY00;Grienden College;SLIEDRECHT;610;SLIEDRECHT;Zuid-Holland;333;0
41417;26HD;26HD00;De Sprong;SLIEDRECHT;610;SLIEDRECHT;Zuid-Holland;100;0
41417;26HD;26HD01;De Sprong;ZWIJNDRECHT;642;ZWIJNDRECHT;Zuid-Holland;122;0
41429;02VB;02VB00;Ichthus College;KAMPEN;166;KAMPEN;Overijssel;749;13
41429;02VB;02VB01;Ichthus College;KAMPEN;166;KAMPEN;Overijssel;314;<5
41429;02VB;02VB02;Ichthus College;DRONTEN;303;DRONTEN;Flevoland;925;5
41429;02VB;02VB07;Ichthus College;KAMPEN;166;KAMPEN;Overijssel;365;0
41429;02VB;02VB16;Ichthus College;DRONTEN;303;DRONTEN;Flevoland;172;0
41429;07ZI;07ZI00;Ichthus College PRO;KAMPEN;166;KAMPEN;Overijssel;106;0
41430;02VT;02VT00;Agnieten College;ZWOLLE;193;ZWOLLE;Overijssel;1249;17
41430;02VT;02VT01;Agnieten College Zwartsluis;ZWARTSLUIS;1896;ZWARTEWATERLAND;Overijssel;443;0
41430;02VT;02VT02;Agnieten Coll. loc.Talentstad;ZWOLLE;193;ZWOLLE;Overijssel;574;0
41430;02VT;02VT04;Agnieten College Nieuwleusen;NIEUWLEUSEN;148;DALFSEN;Overijssel;307;<5
41430;02VT;02VT05;Agnieten College loc. Meander;ZWOLLE;193;ZWOLLE;Overijssel;1278;26
41430;02VT;02VT06;Agnieten College Wezep;WEZEP;269;OLDEBROEK;Gelderland;281;0
41430;05VN;05VN00;PRO De Boog;ZWOLLE;193;ZWOLLE;Overijssel;195;0
41440;00TM;00TM00;Hendrik Pierson College;ZETTEN;1734;OVERBETUWE;Gelderland;866;<5
41440;02SY;02SY00;SGM Vwo Dorenweerd Coll;DOORWERTH;274;RENKUM;Gelderland;1112;5
41440;17IM;17IM00;Over Betuwe College;BEMMEL;1705;LINGEWAARD;Gelderland;1038;11
41440;17IM;17IM01;Over Betuwe College-Elst;ELST GLD;1734;OVERBETUWE;Gelderland;632;0
41440;17IM;17IM02;Over Betuwe College-Huissen;HUISSEN;1705;LINGEWAARD;Gelderland;720;0
41440;17IM;17IM04;Over Betuwe College-Bemmel;BEMMEL;1705;LINGEWAARD;Gelderland;405;0
41442;16FP;16FP00;Reg SGM Magister Alvinus;SNEEK;1900;SUDWEST-FRYSLAN;Friesland;1756;13
41442;16FP;16FP04;Reg SGM Magister Alvinus;SNEEK;1900;SUDWEST-FRYSLAN;Friesland;34;0
41442;16FP;16FP05;ISK Reg SGM Magister Alvinus;SNEEK;1900;SUDWEST-FRYSLAN;Friesland;166;0
41444;15XV;15XV00;Reg SGM Hoeksche Waard;OUD-BEIJERLAND;1963;HOEKSCHE WAARD;Zuid-Holland;1271;8
41444;15XV;15XV01;Reg SGM Hoeksche Waard;OUD-BEIJERLAND;1963;HOEKSCHE WAARD;Zuid-Holland;518;0
41466;27VF;27VF00;Hans Petri School;DORDRECHT;505;DORDRECHT;Zuid-Holland;224;0
41475;07KP;07KP00;NXT Maarsbergen;MAARSBERGEN;1581;UTRECHTSE HEUVELRUG;Utrecht;446;0
41475;15JM;15JM00;Utrechts Stedelijk Gymnasium;UTRECHT;344;UTRECHT;Utrecht;1137;0
41475;17AO;17AO00;POUWER;UTRECHT;344;UTRECHT;Utrecht;191;0
41475;17BI;17BI00;NUOVO Scholengroep;ZEIST;355;ZEIST;Utrecht;1071;8
41475;17BI;17BI02;NXT Doorn;DOORN;1581;UTRECHTSE HEUVELRUG;Utrecht;332;0
41475;17BI;17BI06;OVMZ;ZEIST;355;ZEIST;Utrecht;402;<5
41475;18WS;18WS00;Anna Van Rijn College;NIEUWEGEIN;356;NIEUWEGEIN;Utrecht;803;<5
41475;18WS;18WS04;Anna Van Rijn College;NIEUWEGEIN;356;NIEUWEGEIN;Utrecht;328;<5
41475;24TJ;24TJ00;Trajectum College;UTRECHT;344;UTRECHT;Utrecht;447;0
41475;24TR;24TR00;NUOVO scholengroep;UTRECHT;344;UTRECHT;Utrecht;1686;16
41475;24TR;24TR02;Ithaka, ISK;UTRECHT;344;UTRECHT;Utrecht;645;0
41475;24TR;24TR03;X 11 media en vormgeving;UTRECHT;344;UTRECHT;Utrecht;596;0
41475;24TR;24TR05;VOLT! Toekomstmakers;VLEUTEN;344;UTRECHT;Utrecht;500;14
41475;24TR;24TR10;ACADEMIE TIEN;UTRECHT;344;UTRECHT;Utrecht;974;5
41475;24TR;24TR12;Ithaka ISK Stroyenborchdreef;UTRECHT;344;UTRECHT;Utrecht;336;0
41475;24TR;24TR15;vest.X11 v Bijnkershoekln;UTRECHT;344;UTRECHT;Utrecht;255;0
41475;24TR;24TR16;vest. X11 Grebbebergln;UTRECHT;344;UTRECHT;Utrecht;236;0
41475;30UB;30UB00;UniC;UTRECHT;344;UTRECHT;Utrecht;1006;25
41475;30UB;30UB01;International School Utrecht;UTRECHT;344;UTRECHT;Utrecht;515;0
41509;16VP;16VP00;Hondsrug College;EMMEN;114;EMMEN;Drenthe;1951;<5
41513;20KZ;20KZ00;Joh De Wittgymnasium;DORDRECHT;505;DORDRECHT;Zuid-Holland;722;<5
41525;13WH;13WH00;De Goudse SGM Leo Vroman;GOUDA;513;GOUDA;Zuid-Holland;1175;<5
41525;20AI;20AI00;Coornhert Gymnasium;GOUDA;513;GOUDA;Zuid-Holland;655;0
41525;26LT;26LT00;Het Segment School v PRO;GOUDA;513;GOUDA;Zuid-Holland;365;0
41529;26HX;26HX00;Praktijkschool Emmen;EMMEN;114;EMMEN;Drenthe;363;0
41537;00BD;00BD00;Coenecoop College;WADDINXVEEN;627;WADDINXVEEN;Zuid-Holland;886;0
41537;00BD;00BD02;Coenecoop College;BOSKOOP;484;ALPHEN AAN DEN RIJN;Zuid-Holland;198;0
41537;10AN;10AN00;Scala College;ALPHEN AAN DEN RIJN;484;ALPHEN AAN DEN RIJN;Zuid-Holland;788;0
41537;10AN;10AN03;Scala College;ALPHEN AAN DEN RIJN;484;ALPHEN AAN DEN RIJN;Zuid-Holland;771;<5
41537;10AN;10AN04;Scala College;ALPHEN AAN DEN RIJN;484;ALPHEN AAN DEN RIJN;Zuid-Holland;440;<5
41545;20BH;20BH00;EYE College;CAPELLE AAN DEN IJSSEL;502;CAPELLE AAN DEN IJSSEL;Zuid-Holland;639;0
41545;20BH;20BH02;EYE College;CAPELLE AAN DEN IJSSEL;502;CAPELLE AAN DEN IJSSEL;Zuid-Holland;148;0
41555;10LU;10LU00;Reg Sgm 't Rijks;BERGEN OP ZOOM;748;BERGEN OP ZOOM;Noord-Brabant;2435;25
41556;21BH;21BH00;SGM Dalton Spinozalyceum;AMSTERDAM;363;AMSTERDAM;Noord-Holland;1307;<5
41556;21BH;21BH02;Spinoza20First;AMSTERDAM;363;AMSTERDAM;Noord-Holland;899;7
41568;16EI;16EI00;Lyceum Schravenlant;SCHIEDAM;606;SCHIEDAM;Zuid-Holland;694;7
41568;18VX;18VX00;ProNovaCollege voor PRO;SCHIEDAM;606;SCHIEDAM;Zuid-Holland;320;0
41568;19KM;19KM00;Mavo Schravenlant XL;SCHIEDAM;606;SCHIEDAM;Zuid-Holland;690;0
41568;20CJ;20CJ00;Het College Vos;VLAARDINGEN;622;VLAARDINGEN;Zuid-Holland;561;<5
41568;20CJ;20CJ04;Vlaardingse Opb SGM;VLAARDINGEN;622;VLAARDINGEN;Zuid-Holland;376;0
41568;20CJ;20CJ10;Het College Vos;SCHIEDAM;606;SCHIEDAM;Zuid-Holland;244;0
41568;20CJ;20CJ11;Het College Vos;VLAARDINGEN;622;VLAARDINGEN;Zuid-Holland;283;0
41568;20DC;20DC00;Stedelijk Gymnasium Schiedam;SCHIEDAM;606;SCHIEDAM;Zuid-Holland;531;6
41581;20CN;20CN00;Scholengroep Zaandam;ZAANDAM;479;ZAANSTAD;Noord-Holland;1286;26
41581;20CN;20CN02;locatie Compaen VMBO;ZAANDAM;479;ZAANSTAD;Noord-Holland;870;<5
41581;20CN;20CN05;locatie Het Saenredam;ZAANDIJK;479;ZAANSTAD;Noord-Holland;677;0
